,name,restaurant,city,price,rating,deliveryTime
257,ALOHA THE TIKI BAR,y.-m.-foods-and-beverages-aloha-the-tiki-bar-magarpatta-magarpatta,pune,1200,Too Few Ratings,51
258,Chinese Restaurant,chinese-restaurant-magarpatta-magarpatta,pune,300,Too Few Ratings,51
259,Chulbul Dhaba,chulbul-dhaba-kharadi-viman-nagar,pune,200,100+ ratings,46
260,Punjabi Darbar Rasoi King,sane-punjab-hadapsar-hadapsar,pune,350,20+ ratings,51
261,Punjabi Darbar,punjabi-darbar-hadapsar-hadapsar-2,pune,200,20+ ratings,52
262,Vrindavan Pure Veg,vrindavan-pure-veg-kharadi-kharadi,pune,200,50+ ratings,45
263,Tall Wall Chow Mien,tall-wall-chow-mien-hadapsar-hadapsar,pune,300,Too Few Ratings,52
264,The Hot Chinese,the-hot-chinese-hadapsar-hadapsar,pune,300,Too Few Ratings,49
265,THE HEALTH EQUATION,the-health-equation-kharadi-kharadi-2,pune,300,Too Few Ratings,47
266,BMG Unplugged,bmg-unplugged-magarpatta-magarpatta,pune,1000,Too Few Ratings,58
267,RAYALASEEMA REDDY'S RESTAURANT,rayalaseema-reddy's-restaurant-kharadi-kharadi,pune,280,100+ ratings,45
268,Breakfast Xpress,breakfast-xpress-hadapsar-hadapsar,pune,100,Too Few Ratings,52
269,amritsari spices,amritsari-spices-kharadi-kharadi,pune,300,20+ ratings,46
270,Chao Mung China,chao-mung-china-kharadi-kharadi,pune,200,50+ ratings,48
271,Chicken Hyderabadi,chiken-hyderabadi-kharadi-kharadi,pune,600,Too Few Ratings,49
272,Tandoori palace,tandoori-palace-kharadi-kharadi,pune,300,50+ ratings,50
273,SUKOON VILLAGE,sukoon-village-magarpatta-magarpatta,pune,1500,Too Few Ratings,51
274,La Pino'z Pizza,la-pino-z-pizza-kharadi-kharadi,pune,400,500+ ratings,47
275,The Tasty Tiffin,the-tasty-tiffin-kharadi-kharadi,pune,200,20+ ratings,44
276,R K Restaurant,hotel-arab-zaika-viman-nagar-viman-nagar,pune,200,50+ ratings,47
277,BIG BONG BIRYANI,big-bong-biryani-sangvi-sangvi,pune,800,20+ ratings,53
278,Chow Mein & Co.,chow-mein-&-co.-kharadi-kharadi,pune,200,Too Few Ratings,59
279,Royal Pune,royal-pune-lohgaon-lohgaon,pune,300,Too Few Ratings,48
280,Hyderabadi Royal Biryani,hyderabadi-royal-biryani-kharadi-kharadi-3,pune,300,50+ ratings,45
281,Zam Zam Restaurant,hotel-malabar-swargate,pune,400,Too Few Ratings,48
282,Hotel Lazeez,hotel-al-zaika-viman-nagar-viman-nagar-2,pune,400,20+ ratings,46
283,The Waffle Jar,siddheshwar-enterprises-kharadi-kharadi-2,pune,300,Too Few Ratings,45
284,Pilaf Biryani,pilaf-biryani-kharadi-kharadi,pune,200,Too Few Ratings,47
285,Shakezone,siddheshwar-enterprises-kharadi-kharadi,pune,250,Too Few Ratings,49
286,Chaska Cafe,chaska-cafe-kharadi-kharadi,pune,350,Too Few Ratings,46
287,RK Restaurant,rk-restaurant-lohgaon-lohgaon,pune,300,Too Few Ratings,45
288,Hot Pan,hot-pan-viman-nagar-viman-nagar,pune,249,Too Few Ratings,44
289,The Hungry Helpers,the-hungry-helpers-viman-nagar-viman-nagar,pune,300,Too Few Ratings,47
290,The Pizza Nut,the-pizza-nut-viman-nagar-viman-nagar,pune,300,Too Few Ratings,43
291,THE MOUSSE COUPLE,the-mousse-couple-kharadi-kharadi,pune,300,Too Few Ratings,41
292,The Royal Biryani Burger and Momos,cheesy-pizza-house-vishrantwadi-vishrantwadi,pune,300,Too Few Ratings,45
293,Cakes N Cakes,cake-n-cakes-viman-nagar-viman-nagar,pune,300,100+ ratings,38
294,Badshahs Of BIRYANI,badshahs-of-biryani-magarpatta-magarpatta,pune,300,100+ ratings,52
295,Tasty Punjab,tasty-punjab-magarpatta-magarpatta,pune,300,1000+ ratings,45
296,Burger Craft,burger-craft-viman-nagar-viman-nagar,pune,800,100+ ratings,43
297,Falahaar,falahaar-viman-nagar,pune,250,500+ ratings,40
298,Rollfie,rollfie-viman-nagar-viman-nagar,pune,200,500+ ratings,41
299,Night Option,night-option-viman-nagar-viman-nagar,pune,300,20+ ratings,42
300,REDDYS RESTAURANT TANDOORI,reddys-restaurant-tandoori-viman-nagar-viman-nagar,pune,350,20+ ratings,48
301,Aadi's Burgers and Food,aadi's-burgers-and-food-magarpatta-magarpatta,pune,140,Too Few Ratings,45
302,Khaolite-X,khaolite-x-hadapsar-pune-hadapsar,pune,300,100+ ratings,44
303,Hyderabadi Laziz,hyderabadi-laziz-kharadi-kharadi,pune,300,100+ ratings,39
304,Jashn E Punjab,jashn-e-punjab-kharadi-kharadi,pune,200,Too Few Ratings,48
305,A1 Zaika,a1restaurant-lohgaon-lohgaon,pune,300,Too Few Ratings,48
306,Hotel Mughal Darbaar,hotel-arab-zaika-swargate,pune,200,Too Few Ratings,47
307,Malang Biryani,malang-biryani-kharadi-kharadi,pune,200,Too Few Ratings,47
308,HALAAL RESTUARANT,halaal-restuarant-lohgaon-lohgaon,pune,300,Too Few Ratings,47
309,Beef Locknawi Special,food-point-lohgaon-lohgaon-2,pune,300,Too Few Ratings,48
310,AL QURESH BEEF,royal-pune-lohgaon-lohgaon-2,pune,300,Too Few Ratings,47
311,Just To Eat Restaurant,just-to-eat-restaurant-magarpatta-magarpatta,pune,400,Too Few Ratings,49
312,Hedayet,hedayet-lohgaon-lohgaon,pune,300,Too Few Ratings,47
313,COMBOMAN,comboman-magarpatta-magarpatta,pune,400,50+ ratings,42
314,MUGHAL DARBAR,mughal-darbar-lohgaon-lohgaon,pune,300,20+ ratings,48
315,Chan Tara,chan-tara-lohgaon-lohgaon,pune,300,Too Few Ratings,50
316,DELHI  DARBAR,delhi-darbar-lohgaon-lohgaon,pune,300,Too Few Ratings,49
317,Noodle Kings Restaurant,noodle-kings-restaurant-magarpatta-magarpatta,pune,1200,Too Few Ratings,48
318,Bikaner sweets,bikaner-sweets-kharadi-kharadi-2,pune,200,20+ ratings,44
319,Subhanallah,shubhanallah-lohgaon-lohgaon,pune,300,Too Few Ratings,46
320,Rocket Singh paratha,rocket-singh-paratha-viman-nagar-viman-nagar,pune,200,50+ ratings,44
321,HYDERABADI BIRYANI,hyderabadi-biryani-viman-nagar-viman-nagar,pune,350,Too Few Ratings,45
322,Khichdi Junction,khichdi-junction-vishrantwadi-vishrantwadi,pune,200,20+ ratings,43
323,MAMA BIRYANI BY REDDYS,mama-biryani-by-reddys-viman-nagar-viman-nagar,pune,350,Too Few Ratings,44
324,AMBIENCE KITCHEN GRILL,ambience-kitchen-grill-viman-nagar-viman-nagar,pune,400,Too Few Ratings,45
325,Curry Magic,curry-magic-viman-nagar-viman-nagar,pune,500,Too Few Ratings,43
326,Delhi 6,delhi-6-viman-nagar-viman-nagar-2,pune,200,20+ ratings,44
327,BIRYANI CHEF BY REDDYS,biryani-chef-by-reddys-viman-nagar-viman-nagar,pune,350,Too Few Ratings,45
328,Yogi's Food,yogis-food-viman-nagar-viman-nagar,pune,250,20+ ratings,44
329,Italian Pizza Hub,italian-pizza-hub-kharadi-kharadi,pune,520,Too Few Ratings,38
330,Burger It Up,burger-it-up-kharadi-kharadi,pune,150,100+ ratings,46
331,Cakes and Desserts By WarmOven,warmoven-cake-&-desserts-viman-nagar-viman-nagar,pune,200,100+ ratings,44
332,Momo Zone - The Momo Company,momo-zone-–-the-momo-company-viman-nagar-viman-nagar,pune,200,20+ ratings,49
333,THE CHEFS CHOICE,the-chefs-choice-viman-nagar-viman-nagar,pune,300,Too Few Ratings,40
334,Naughty Cravings,naughty-cravings-viman-nagar-viman-nagar,pune,300,Too Few Ratings,46
335,Chinese Town,chinese-town-magarpatta-magarpatta,pune,200,Too Few Ratings,46
336,KHICHDI ETC,khichdi-etc-kharadi-kharadi,pune,400,1000+ ratings,42
337,Apna Punjab,apna-punjab-magarpatta-magarpatta,pune,400,1000+ ratings,49
338,SWAD THE REAL TASTE,swad-the-real-taste-viman-nagar-viman-nagar,pune,300,20+ ratings,46
339,Big Reddy's,big-reddy's-viman-nagar-viman-nagar,pune,900,Too Few Ratings,49
340,Zishan Caterers,zishan-caterers-kharadi,pune,200,Too Few Ratings,47
341,pizza hut express,pizza-hut-express-viman-nagar-viman-nagar,pune,300,20+ ratings,56
342,Flamiingo Lounge,flamiingo-lounge-magarpatta-magarpatta,pune,700,Too Few Ratings,46
343,The Urban Chinese,the-urban-chinese-viman-nagar,pune,350,20+ ratings,50
344,New Pizza Hut,new-pizza-hut-viman-nagar-viman-nagar,pune,300,20+ ratings,46
345,foodies destination,foodies-destination-viman-nagar-viman-nagar,pune,300,Too Few Ratings,47
346,HOTEL JAGDAMBA NONVEG,hotel-jagdamba-nonveg-viman-nagar-viman-nagar,pune,300,Too Few Ratings,47
347,R J Bakers,r-j-bakers-magarpatta-magarpatta,pune,150,Too Few Ratings,48
348,Tiffin Peddler,tiffin-peddler-magarpatta-magarpatta,pune,250,Too Few Ratings,50
349,Kava Kitchen - Fairfield by Marriott,kava-kitchen-time-office-kharadi,pune,500,Too Few Ratings,51
350,domi'o pizza,domi'o-pizza-viman-nagar-viman-nagar,pune,300,Too Few Ratings,47
351,Authentic Royal,authentic-royal-hadapsar-magarpatta,pune,450,Too Few Ratings,54
352,Chalu Chinese Express,chalu-chinese-express-kharadi-kharadi,pune,300,Too Few Ratings,51
353,Snack Court,snack-corts-hadapsar-hadapsar,pune,250,Too Few Ratings,63
354,Chalu Fried Chicken,chalu-fried-chicken-kharadi-kharadi,pune,249,Too Few Ratings,50
355,Sasta Desi Express,sasta-desi-express-kharadi-kharadi,pune,250,Too Few Ratings,49
356,Claypot,claypot-kharadi-kharadi,pune,450,100+ ratings,48
357,Fried chicken Destination,fried-chicken-destination-magarpatta-magarpatta,pune,200,1000+ ratings,47
358,The	Fort Bar & Kitchen,the	fort-bar-&-kitchen-hadapsar-hadapsar,pune,400,20+ ratings,55
359,Hotel Madhura,hotel-madhura-lohgaon-lohgaon,pune,300,100+ ratings,51
360,Chini Chor,chini-chor-kharadi,pune,200,50+ ratings,49
361,Shaukeen Paan Kharadi,shaukeen-paan-kharadi-kharadi-kharadi,pune,50,20+ ratings,42
362,Biryani House,biryani-house-kharadi-kharadi,pune,200,100+ ratings,45
363,Sai Restaurant,shree-sai-restaurant-vishrantwadi-vishrantwadi,pune,300,100+ ratings,52
364,Relax Pure Veg,relax-pure-veg-parvati-swargate,pune,500,1000+ ratings,52
365,Rollfie,rollfie-dhanori-vishrantwadi,pune,200,500+ ratings,48
366,Biryani Paradise,biryani-paradise-lohgaon-lohgaon,pune,300,Too Few Ratings,49
367,Bubsterr's Bar & Kitchen,bubsterrs-bar-kitchen-kharadi-kharadi,pune,700,20+ ratings,51
368,RushHrs,rushhrs-mega-centre-pune-solapur-road-magarpatta,pune,250,1000+ ratings,47
369,Apne Punjab Da Swad,king-of-the-taste-magarpatta-magarpatta,pune,300,100+ ratings,49
370,Paratha,paratha-magarpatta-magarpatta,pune,300,Too Few Ratings,48
371,Sandwich & Burger Point,sandwich-&-burger-point-magarpatta-magarpatta,pune,300,Too Few Ratings,46
372,Craft Of Biryani,craft-of-biryani-magarpatta-magarpatta,pune,450,Too Few Ratings,49
373,Buy 1 Get 1 Free Khichdi,buy-1-get-1-free-khichdi-magarpatta-magarpatta,pune,300,Too Few Ratings,42
374,Italian Pizza Shop,italian-pizza-shop-magarpatta-magarpatta,pune,400,Too Few Ratings,45
375,Biryani Magic,biryani-magic-magarpatta-magarpatta-2,pune,350,Too Few Ratings,48
376,Wow Chinese,wow-chinese-magarpatta-magarpatta,pune,300,Too Few Ratings,46
377,Bong's Kitchen,bong's-kitchen-magarpatta-magarpatta,pune,250,20+ ratings,52
378,Biriyani House,biriyani-house-hadapsar-hadapsar,pune,300,Too Few Ratings,48
379,Laziz Xprs,laziz-xprs-kharadi-kharadi,pune,200,Too Few Ratings,44
380,Pizza Burger Factory,pizza-burger-factory-magarpatta-magarpatta,pune,350,Too Few Ratings,47
381,Thali Central,thali-central-magarpatta-magarpatta,pune,350,500+ ratings,49
382,SKY FOOD QSR,sky-food-qsr-hadapsar-hadapsar,pune,350,Too Few Ratings,48
383,Zippy Feed,zippy-feed-hadapsar-hadapsar,pune,250,Too Few Ratings,49
384,Dhanashree's Punjabi Spice,dhanashree's-punjabi-spice-wagholi-wagholi,pune,800,Too Few Ratings,56
385,Tandoori Paradise,tandoori-paradise-lohgaon-lohgaon,pune,300,Too Few Ratings,63
386,Bengolis Kitchen,bengolis-kitchen-lohgaon-lohgaon,pune,250,20+ ratings,55
387,Shaukeen - The Complete Paan Shop,shaukeen-the-complete-paan-shop-erandwane-kothrud,pune,150,100+ ratings,46
388,Chinese Wok Master,the-chinese-wok-kothrud-kothrud,pune,200,50+ ratings,48
389,Atithi veg (law college Road),amba-enterprizes-kothrud-kothrud,pune,300,50+ ratings,51
390,Dum Zaiqa Handis Pvt Ltd,dum-zaiqa-handis-pvt-ltd-kharadi-kharadi,pune,500,Too Few Ratings,49
391,Tatva Restaurant and Cafe,tatva-restaurant-and-cafe-lohgaon-lohgaon,pune,400,Too Few Ratings,53
392,Best Belgian waffle,best-belgian-waffle-erandwane-kothrud,pune,250,500+ ratings,49
393,Hotel Shivmudra,hotel-shivmudra-wagholi-wagholi,pune,300,Too Few Ratings,53
394,Satguru's Punjabi Rasoi,satguru-s-punjabi-rasoi-wagholi-wagholi,pune,300,50+ ratings,51
395,Snack shack,snack-shack-kothrud-kothrud-2,pune,200,Too Few Ratings,49
396,Lf 91 cafe and restaurant,lf-91-cafe-and-restaurant-bopodi-bopodi,pune,250,Too Few Ratings,58
397,Nimrah Biryani,nimrah-biryani-bopodi,pune,250,Too Few Ratings,59
398,Sweet Truth - Cake and Desserts,sweet-truth-erandwane-kothrud,pune,450,50+ ratings,50
399,MAINLAND CHINESE,mainland-chinese-shivaji-nagar-shivaji-nagar,pune,250,50+ ratings,50
400,Cheezy,cheezy-camp-vam,pune,200,20+ ratings,48
401,Amul Ice Cream Parlour,amul-ice-cream-parlour-kharadi,pune,200,20+ ratings,43
402,TASTE OF HYDERABADI BIRYANIS,taste-of-hyderabadi-biryanis-magarpatta-magarpatta,pune,300,Too Few Ratings,47
403,Dk's Pizza & Burger Palace,dk's-pizza-&-burger-palace-magarpatta-magarpatta,pune,300,Too Few Ratings,48
404,Pizza & Burger Studio,pizza-&-burger-studio-magarpatta-magarpatta,pune,350,Too Few Ratings,45
405,Fast Food Express,fast-food-express-magarpatta-magarpatta,pune,400,Too Few Ratings,54
406,Pizzabar Express,pizzabar-express-magarpatta-magarpatta,pune,350,Too Few Ratings,48
407,Pizza Pie Cafe,pizza-pie-cafe-magarpatta-magarpatta,pune,400,Too Few Ratings,46
408,World of Pizza & Burger,world-of-pizza-&-burger-magarpatta-magarpatta,pune,350,Too Few Ratings,50
409,Pizzaria.com,pizzaria.com-magarpatta-magarpatta,pune,300,Too Few Ratings,46
410,Ghar Ka Khana,ghar-ka-khana-magarpatta,pune,400,Too Few Ratings,48
411,Fun Spice,fun-spice-seasons-mall-magarpatta,pune,700,20+ ratings,54
412,KALLYFSO CAFE,kallyfso-cafe-kharadi-kharadi,pune,300,100+ ratings,44
413,Magnora,magnora-magarpatta-magarpatta,pune,350,Too Few Ratings,50
414,Food Eat's,food-eats-hadapsar,pune,400,Too Few Ratings,49
415,Desi Punjab,desi-punjab-kharadi-kharadi,pune,300,Too Few Ratings,45
416,B B C FRY NATION,b-b-c-fry-nation-lohgaon-lohgaon,pune,400,Too Few Ratings,56
417,The chef's Gallery,the-chef's-gallery-viman-nagar-viman-nagar,pune,200,Too Few Ratings,47
418,Kondhalkar Mastani House,kondhalkar-mastani-house-swargate,pune,200,50+ ratings,52
419,Pind Da Swad,pind-da-swad-magarpatta-magarpatta,pune,300,50+ ratings,50
420,Momos express with kabab,momos-express-with-kabab-viman-nagar-viman-nagar,pune,150,Too Few Ratings,51
421,China Xpress,china-xpress-magarpatta-magarpatta,pune,300,100+ ratings,52
422,8x Pizza,8x-pizza-wakad-wakad,pune,300,Too Few Ratings,46
423,Rolls Mario,rolls-mario-kharadi-kharadi,pune,200,Too Few Ratings,42
424,Kebabi,kebabi-kharadi-kharadi,pune,200,20+ ratings,49
425,ShakeZone,shakes-+-baner-baner-2,pune,200,Too Few Ratings,45
426,How's The Bowl,how's-the-bowl-magarpatta-magarpatta,pune,200,20+ ratings,50
427,Burger 9,burger-9-kharadi-kharadi,pune,200,Too Few Ratings,47
428,Rasoi King,king-rolls-hadapsar-hadapsar,pune,300,Too Few Ratings,48
429,SPICE FACTORY,spice-factory-kharadi-kharadi,pune,300,100+ ratings,46
430,Wok Fried Chinese,wok-fried-chinese-kharadi-kharadi,pune,180,50+ ratings,47
431,Lai Bhari Mutton Bhakari,lai-bhari-mutton-bhakari-viman-nagar-viman-nagar,pune,350,Too Few Ratings,49
432,Burger Jackpot,burger-jackpot-wakad-wakad,pune,300,Too Few Ratings,44
433,Chinese Restaurant,chinese-restaurant-magarpatta-magarpatta,pune,300,Too Few Ratings,51
434,Chulbul Dhaba,chulbul-dhaba-kharadi-viman-nagar,pune,200,100+ ratings,47
435,Punjabi Darbar Rasoi King,sane-punjab-hadapsar-hadapsar,pune,350,20+ ratings,50
436,PVR Cafe,pvr-pvr-kumar-pacific-pune-kondhwa,pune,400,Too Few Ratings,61
437,Punjabi Darbar,punjabi-darbar-hadapsar-hadapsar-2,pune,200,20+ ratings,52
438,Vrindavan Pure Veg,vrindavan-pure-veg-kharadi-kharadi,pune,200,50+ ratings,46
439,Tall Wall Chow Mien,tall-wall-chow-mien-hadapsar-hadapsar,pune,300,Too Few Ratings,52
440,The Hot Chinese,the-hot-chinese-hadapsar-hadapsar,pune,300,Too Few Ratings,49
441,THE HEALTH EQUATION,the-health-equation-kharadi-kharadi-2,pune,300,Too Few Ratings,47
442,BMG Unplugged,bmg-unplugged-magarpatta-magarpatta,pune,1000,Too Few Ratings,58
443,Jayashree Garden,jayashree-garden-tilak-road-camp,pune,500,100+ ratings,57
444,RAYALASEEMA REDDY'S RESTAURANT,rayalaseema-reddy's-restaurant-kharadi-kharadi,pune,280,100+ ratings,46
445,Kwality Walls Frozen Dessert and Ice Cream Shop,kwality-walls-frozen-dessert-and-ice-cream-shop-swargate-swargate-7,pune,200,Too Few Ratings,60
446,Breakfast Xpress,breakfast-xpress-hadapsar-hadapsar,pune,100,Too Few Ratings,52
447,amritsari spices,amritsari-spices-kharadi-kharadi,pune,300,20+ ratings,47
448,Chao Mung China,chao-mung-china-kharadi-kharadi,pune,200,50+ ratings,49
449,Madeena Buff Special ,south-sagar-lohgaon-lohgaon-2,pune,300,Too Few Ratings,48
450,Nizami Rolls,nizami-rolls-kharadi-kharadi,pune,250,Too Few Ratings,53
451,Swaad E Hyderabad,upper-dipper-kharadi-magarpatta,pune,200,Too Few Ratings,46
452,Kolkatta Rolls,kolkatta-rolls-kharadi-kharadi-2,pune,300,Too Few Ratings,45
453,The Paratha Singh,the-paratha-singh-kharadi-kharadi,pune,200,Too Few Ratings,46
454,Knight Bite Restaurant,night-bite-restaurant-magarpatta-magarpatta,pune,300,Too Few Ratings,47
455,Oye Hoye Paajee!,oye-hoye-paajee!-kharadi-kharadi,pune,200,Too Few Ratings,48
456,Jashn E Punjab,jashn-e-punjab-kharadi-kharadi,pune,200,Too Few Ratings,49
457,A1 Zaika,a1restaurant-lohgaon-lohgaon,pune,300,Too Few Ratings,48
458,Hotel Mughal Darbaar,hotel-arab-zaika-swargate,pune,200,Too Few Ratings,47
459,Malang Biryani,malang-biryani-kharadi-kharadi,pune,200,Too Few Ratings,48
460,HALAAL RESTUARANT,halaal-restuarant-lohgaon-lohgaon,pune,300,Too Few Ratings,47
461,Beef Locknawi Special,food-point-lohgaon-lohgaon-2,pune,300,Too Few Ratings,48
462,AL QURESH BEEF,royal-pune-lohgaon-lohgaon-2,pune,300,Too Few Ratings,47
463,Just To Eat Restaurant,just-to-eat-restaurant-magarpatta-magarpatta,pune,400,Too Few Ratings,49
464,Hedayet,hedayet-lohgaon-lohgaon,pune,300,Too Few Ratings,47
465,ALADEEN  RESTAURANT,aladeen-restaurant-lohgaon-lohgaon,pune,300,Too Few Ratings,49
466,Katheez Rolls,katheez-rolls-kharadi-kharadi,pune,250,Too Few Ratings,46
467,BUFF SPECIAL,buff-special-lohgaon-lohgaon,pune,300,Too Few Ratings,50
468,Hotel Bade Miya,hotel-lazeez-lohgaon-lohgaon,pune,300,Too Few Ratings,50
469,Sardarji Food,sardarji-food-kharadi-kharadi,pune,400,Too Few Ratings,49
470,NOODLE SHOODLE,noodle-shoodle-lohgaon-lohgaon,pune,300,Too Few Ratings,49
471,Sadda Panjab,sadda-panjab-kharadi-kharadi,pune,500,Too Few Ratings,49
472,Al Riyan Restaurant,al-riyan-restaurant-kharadi-kharadi,pune,500,Too Few Ratings,46
473,KUMAR RESTAURANT,kumar-restaurant-kharadi-kharadi-2,pune,500,Too Few Ratings,47
474,Rayalaseema Reddy's  Family Restaurant,rayalaseema-reddy's-family-restaurant-kharadi-kharadi,pune,550,Too Few Ratings,47
475,RUHI RESTAURANT,ruhi-restaurant-kharadi-kharadi-2,pune,500,Too Few Ratings,49
476,South Sagar,south-sagar-lohgaon-lohgaon,pune,300,Too Few Ratings,48
477,Chennai Tiffins,chennai-tiffins-kharadi-kharadi,pune,600,Too Few Ratings,47
478,Ice n Spice,ice-n-spice-kharadi-kharadi,pune,600,Too Few Ratings,47
479,Indian Zaika,indian-zaika-kharadi-kharadi,pune,600,Too Few Ratings,46
480,Hotel Ali Baba,hotel-ali-baba-lohgaon-lohgaon,pune,300,Too Few Ratings,49
481,Jumma Special,rewar-park-lohgaon-lohgaon-2,pune,300,Too Few Ratings,50
482,Miya Bhai's kitchen,miya-bhai's-kitchen-kharadi-kharadi,pune,600,Too Few Ratings,47
483,Balaji Bhavan,balaji-bhavan-kharadi-kharadi,pune,600,Too Few Ratings,47
484,Hum Dum Biryani,hum-dum-biryani-kharadi-kharadi,pune,300,Too Few Ratings,44
485,TAJ RESTAURANT,taj-restaurant-lohgaon-lohgaon,pune,300,Too Few Ratings,47
486,Kebab Corner,kebab-corner-kharadi-kharadi,pune,350,Too Few Ratings,45
487,BIGA RESTAURANT,biga-restaurant-kharadi-kharadi,pune,500,Too Few Ratings,58
488,Beef Hyderabadi,rk-restaurant-lohgaon-lohgaon-2,pune,300,Too Few Ratings,50
489,Kebab and Rolls,kebab-and-rolls-kharadi-kharadi,pune,250,Too Few Ratings,46
490,Seervi Bandhu mithaiwala,seervi-bandhu-mithaiwala-kharadi-kharadi,pune,150,20+ ratings,42
491,PIZZA PARADISEA,pizza-paradisea-bibwewadi-bibwewadi,pune,200,Too Few Ratings,66
492,Pizza Hot,pizza-hot-swargate-swargate,pune,200,Too Few Ratings,63
493,Rolling Roll,rolling-roll-kharadi-kharadi,pune,200,Too Few Ratings,52
494,Chicago Pizza,chicago-pizza-kharadi-kharadi,pune,250,100+ ratings,48
495,Nandu's Paratha,nandus-paratha-kondhwa-kharadi,pune,300,100+ ratings,52
496,Chalu Momo,chalu-momo-kharadi-kharadi,pune,150,20+ ratings,52
497,Fried chicken Destination,fried-chicken-destination-magarpatta-magarpatta,pune,200,1000+ ratings,47
498,The	Fort Bar & Kitchen,the	fort-bar-&-kitchen-hadapsar-hadapsar,pune,400,20+ ratings,55
499,Hotel Madhura,hotel-madhura-lohgaon-lohgaon,pune,300,100+ ratings,51
500,Chini Chor,chini-chor-kharadi,pune,200,50+ ratings,49
501,Shaukeen Paan Kharadi,shaukeen-paan-kharadi-kharadi-kharadi,pune,50,20+ ratings,42
502,Biryani House,biryani-house-kharadi-kharadi,pune,200,100+ ratings,45
503,Sai Restaurant,shree-sai-restaurant-vishrantwadi-vishrantwadi,pune,300,100+ ratings,52
504,Relax Pure Veg,relax-pure-veg-parvati-swargate,pune,500,1000+ ratings,52
505,Biryani Paradise,biryani-paradise-lohgaon-lohgaon,pune,300,Too Few Ratings,49
506,Bubsterr's Bar & Kitchen,bubsterrs-bar-kitchen-kharadi-kharadi,pune,700,20+ ratings,51
507,THE ROYALS CHOPSTICKS,the-royals-chopsticks-lohgaon-lohgaon,pune,250,Too Few Ratings,53
508,MAA KE ROSEI,maa-ke-rosei-lohgaon-lohgaon,pune,400,Too Few Ratings,57
509,The Royal's Kitchen,the-royal's-kitchen-lohgaon-lohgaon,pune,400,20+ ratings,55
510,Tandoori Paradise,tandoori-paradise-lohgaon-lohgaon,pune,300,Too Few Ratings,63
511,Bengolis Kitchen,bengolis-kitchen-lohgaon-lohgaon,pune,250,20+ ratings,55
512,Dum Zaiqa Handis Pvt Ltd,dum-zaiqa-handis-pvt-ltd-kharadi-kharadi,pune,500,Too Few Ratings,49
513,Nimrah Biryani,nimrah-biryani-bopodi,pune,250,Too Few Ratings,57
514,Westburg,westburg-kharadi-kharadi,pune,400,20+ ratings,51
515,RAYALASEEMA REDDYS FAMILY RESTAURANT,rayalaseema-reddys-family-restaurant-kharadi-kharadi,pune,750,Too Few Ratings,53
516,APNA HYDERABADI BIRYANI HOUSE,apna-hyderabadi-biryani-house-kharadi-kharadi,pune,750,Too Few Ratings,52
517,Hotel Ranjatra,hotel-ranjatra-wagholi-wagholi,pune,250,20+ ratings,51
518,Ek Saugaat,ek-saugaat-lohgaon-lohgaon,pune,500,Too Few Ratings,59
519,KIWA RESTAURANT & BAR,kiwa-cafe-kharadi-kharadi,pune,250,Too Few Ratings,56
520,Zomoz - The Momo Company,zomoz---the-momo-company-lohgaon-lohgaon,pune,250,100+ ratings,55
521,MINI PUNJAB DHABA,mini-punjab-dhaba-lohgaon-lohgaon,pune,250,Too Few Ratings,54
522,B B C FRY NATION,b-b-c-fry-nation-lohgaon-lohgaon,pune,400,Too Few Ratings,56
523,Zomoz - The Momo Company,zomoz---the-momo-company-lohgaon-lohgaon,pune,250,100+ ratings,55
524,MINI PUNJAB DHABA,mini-punjab-dhaba-lohgaon-lohgaon,pune,250,Too Few Ratings,54
525,B B C FRY NATION,b-b-c-fry-nation-lohgaon-lohgaon,pune,400,Too Few Ratings,56
